created_at,likes,replies,retweets,text,user_screen_name,tidy_tweet,tokenized_tweet,MNO_label,lang,sentiment,enquiry_count
2012-03-03 03:49:32,0,0,1,#Econet's been rubbish this week... Wish they'd finish fixing whatever.. #fb,shonatiger,#econet s been rubbish this week    wish they d finish fixing whatever   #fb,"['#econet', 's', 'been', 'rubbish', 'this', 'week', 'wish', 'they', 'd', 'finish', 'fixing', 'whatever', '#fb']",e,True,neutral,1
2012-03-12 10:46:36,0,0,2,"ECONET SUES TSVANGIRAI'S BROTHER OVER UNPAID BILL: Zimbabwe’s leading mobile telecoms provider, Econet, has haul... http://bit.ly/A0fV3c ",Newsdzezimbabwe,econet sues tsvangirai s brother over unpaid bill   s leading mobile telecoms provider  econet  has haul     ,"['econet', 'sues', 'tsvangirai', 's', 'brother', 'over', 'unpaid', 'bill', 'zimbabwe', 's', 'leading', 'mobile', 'telecoms', 'provider', 'econet', 'has', 'haul']",e,True,neutral,1
2012-03-12 11:26:23,0,2,2,#Zimbabwe: #Econet has signed up 1m users to its m-money service #EcoCash but majority use it for top-ups not money transfer.,BalancingActAfr,#  #econet has signed up  m users to its m money service #ecocash but majority use it for top ups not money transfer ,"['#zimbabwe', '#econet', 'has', 'signed', 'up', 'm', 'users', 'to', 'its', 'm', 'money', 'service', '#ecocash', 'but', 'majority', 'use', 'it', 'for', 'top', 'ups', 'not', 'money', 'transfer']",e,True,neg,1
2012-04-11 17:49:39,0,0,2,20 years of Public Funding at econet http://bit.ly/IloAUQ  This is #OpenFunding,OpenFunding,   years of public funding at econet   this is #openfunding,"['years', 'of', 'public', 'funding', 'at', 'econet', 'this', 'is', '#openfunding']",e,True,neutral,1
2012-04-15 09:08:47,0,0,2,#IREmember those days when Airtel used to be Econet-wireless,juvicaz,#iremember those days when airtel used to be econet ,"['#iremember', 'those', 'days', 'when', 'airtel', 'used', 'to', 'be', 'econet', 'wireless']",e,True,neutral,1
2012-04-18 10:13:40,1,1,1,"Just realising the value of my smartphone, no econet but i've got internet in a another country. God bless tech!",UpenyuMakoni,just realising the value of my smartphone  no econet but i ve got internet in a another country  god bless tech ,"['just', 'realising', 'the', 'value', 'of', 'my', 'smartphone', 'no', 'econet', 'but', 'i', 've', 'got', 'internet', 'in', 'a', 'another', 'country', 'god', 'bless', 'tech']",e,True,neg,1
2012-04-22 17:03:06,0,0,4,#RememberWhen MTN &Econet were the only service providers in 9ja!!,piktcha_purfekt,#rememberwhen mtn  econet were the only service providers in  ja  ,"['#rememberwhen', 'mtn', 'econet', 'were', 'the', 'only', 'service', 'providers', 'in', 'ja']",e,True,neg,1
2012-04-24 19:12:51,1,1,0,"As a long term investment, YES! RT @aKabweza:  @TapuahN: hmm, is now the time to invest in Econet shares, or judging by the grumbling ...",mschoto,as a long term investment  yes    akabweza    tapuahn  hmm  is now the time to invest in econet shares  or judging by the grumbling    ,"['as', 'a', 'long', 'term', 'investment', 'yes', 'rt', 'akabweza', 'tapuahn', 'hmm', 'is', 'now', 'the', 'time', 'to', 'invest', 'in', 'econet', 'shares', 'or', 'judging', 'by', 'the', 'grumbling']",e,True,neutral,1
2012-04-25 15:54:58,0,1,2,"Update:The phone is free. The $6,000 is for voice, SMS & data http://www.techzim.co.zw/2012/04/the-phone-is-free-the-6000-is-for-voice-sms-data/ … @econetzimbabwe #Econet #Zimbabwe",Techzim,update the phone is free  the        is for voice  sms   data     econet #econet #,"['update', 'the', 'phone', 'is', 'free', 'the', 'is', 'for', 'voice', 'sms', 'data', 'econetzimbabwe', '#econet', '#zimbabwe']",e,True,neutral,1
2012-04-26 14:09:18,0,0,1,How can #Econet make $166m in profits in one year and Still be looking for new ways to milk #Zimbabwe http://www.dailynews.co.zw/index.php/business/35-business/9033-econet-posts-166-million-profit.html …,kubatana,how can #econet make     m in profits in one year and still be looking for new ways to milk #   ,"['how', 'can', '#econet', 'make', 'm', 'in', 'profits', 'in', 'one', 'year', 'and', 'still', 'be', 'looking', 'for', 'new', 'ways', 'to', 'milk', '#zimbabwe']",e,True,neutral,1
2012-05-09 08:10:05,0,1,2,"Remember to join AMH & Econet for breakfast at La Serenata, Harare this Friday.Anton Musgrave FutureWorld CEO is our guest speaker.C U there",TrevorNcube,remember to join amh   econet for breakfast at la serenata  harare this friday anton musgrave futureworld ceo is our guest speaker c u there,"['remember', 'to', 'join', 'amh', 'econet', 'for', 'breakfast', 'at', 'la', 'serenata', 'harare', 'this', 'friday', 'anton', 'musgrave', 'futureworld', 'ceo', 'is', 'our', 'guest', 'speaker', 'c', 'u', 'there']",e,True,neutral,1
2012-05-10 18:12:14,0,2,5,"ECONET NKO? ""@KShantytohbad: Rt, if u still call Airtel, Zain.....""",ALIBABAGCFR,econet nko    kshantytohbad    if u still call airtel  zain      ,"['econet', 'nko', 'kshantytohbad', 'rt', 'if', 'u', 'still', 'call', 'airtel', 'zain']",e,True,neutral,1
2012-05-14 10:26:04,1,1,1,*125# send. What? *Goes out to look for a Telecel line* cc @EconetZimbabwe #convincemetostaywithbuddie,samaiter,    # send  what   goes out to look for a telecel line  cc  econet #convincemetostaywithbuddie,"['#', 'send', 'what', 'goes', 'out', 'to', 'look', 'for', 'a', 'telecel', 'line', 'cc', 'econetzimbabwe', '#convincemetostaywithbuddie']",ec,True,neutral,1
2012-05-16 10:15:06,0,0,4,"Econet Wireless, Innscor Africa and Delta Corporation have been ranked among the top 250 companies on the continent. http://lnkd.in/3Qae5b ",MunyaChiura,econet   innscor africa and delta corporation have been ranked among the top     companies on the continent   ,"['econet', 'wireless', 'innscor', 'africa', 'and', 'delta', 'corporation', 'have', 'been', 'ranked', 'among', 'the', 'top', 'companies', 'on', 'the', 'continent']",e,True,neutral,1
2012-05-18 21:49:02,0,1,2,"""Ancient and bug-ridden"" Econet protocol finally removed from Linux kernel.  Anyone actually use it with Linux anyway? http://git.kernel.org/?p=linux/kernel/git/davem/net-next.git;a=commit;h=349f29d841dbae854bd7367be7c250401f974f47 …",riscos, ancient and bug ridden  econet protocol finally removed from linux kernel   anyone actually use it with linux anyway    ,"['ancient', 'and', 'bug', 'ridden', 'econet', 'protocol', 'finally', 'removed', 'from', 'linux', 'kernel', 'anyone', 'actually', 'use', 'it', 'with', 'linux', 'anyway']",e,True,neutral,1
2012-05-24 06:22:45,0,0,1,Econet Zimbabwe completes US $307million funding for infrastructure including solar power stations http://lnkd.in/6XU8xy ,MunyaChiura,econet  completes us     million funding for infrastructure including solar power stations  ,"['econet', 'zimbabwe', 'completes', 'us', 'million', 'funding', 'for', 'infrastructure', 'including', 'solar', 'power', 'stations']",e,True,neutral,1
2012-05-24 06:45:13,0,1,6,Econet Wireless Zimbabwe announces completion of US $307m funding http://www.techzim.co.zw/2012/05/econet-wireless-zimbabwe-announces-completion-of-us-307m-funding/ … #Africa #Telecoms,Techzim,econet   announces completion of us     m funding    #africa #telecoms,"['econet', 'wireless', 'zimbabwe', 'announces', 'completion', 'of', 'us', 'm', 'funding', '#africa', '#telecoms']",e,True,neutral,1
2012-05-24 12:04:28,0,0,3,Zimbabwean Billionaire Seals $362m Loan For Econet Wireless http://bit.ly/KhEcra  #Africa #Business,VenturesAfrica,an billionaire seals     m loan for econet    #africa #business,"['zimbabwean', 'billionaire', 'seals', 'm', 'loan', 'for', 'econet', 'wireless', '#africa', '#business']",e,True,neutral,1
2012-05-29 09:53:58,0,0,3,really doesn't bother me much tho.. my dad still says 'Econet' instead of 'Airtel' and everyone understands.. its still Unilag.,iam_dQ,really doesn t bother me much tho   my dad still says  econet  instead of  airtel  and everyone understands   its still unilag ,"['really', 'doesn', 't', 'bother', 'me', 'much', 'tho', 'my', 'dad', 'still', 'says', 'econet', 'instead', 'of', 'airtel', 'and', 'everyone', 'understands', 'its', 'still', 'unilag']",e,True,neg,1
2012-05-29 10:07:11,0,0,3,"And EcoNet is still Virg.. I mean V.. I mean Celt.. I mean airtel..""@QueenAdun: RT@Temi_Oye: UNILAG is stl UNILAG jst as NEPA is stl NEPA.""",IzzyOlaore,and econet is still virg   i mean v   i mean celt   i mean airtel    queenadun   temi oye  unilag is stl unilag jst as nepa is stl nepa  ,"['and', 'econet', 'is', 'still', 'virg', 'i', 'mean', 'v', 'i', 'mean', 'celt', 'i', 'mean', 'airtel', 'queenadun', 'rt', 'temi', 'oye', 'unilag', 'is', 'stl', 'unilag', 'jst', 'as', 'nepa', 'is', 'stl', 'nepa']",e,True,neg,1
2012-06-18 11:54:17,0,0,3,"The Olympics will soon arrive here in London! For the best quality calls and peace of mind, use Econet Mobile to call home!",EconetMobile,the olympics will soon arrive here in london  for the best quality calls and peace of mind  use econet mobile to call home ,"['the', 'olympics', 'will', 'soon', 'arrive', 'here', 'in', 'london', 'for', 'the', 'best', 'quality', 'calls', 'and', 'peace', 'of', 'mind', 'use', 'econet', 'mobile', 'to', 'call', 'home']",e,True,neutral,1
2012-06-27 14:51:21,0,0,3,Join Econet & #AMHConversations in Harare on Friday as we host Bobby Godsell for breakfast - email omuteiwa@alphamedia.co.zw for details,TrevorNcube,join econet   #amhconversations in harare on friday as we host bobby godsell for breakfast   email omuteiwa alpha   for details,"['join', 'econet', '#amhconversations', 'in', 'harare', 'on', 'friday', 'as', 'we', 'host', 'bobby', 'godsell', 'for', 'breakfast', 'email', 'omuteiwa', 'alphamedia', 'for', 'details']",e,True,neutral,1
2012-07-01 17:54:28,0,0,2,ECONET PROVIDES HOME POWER STATION http://iamsodigital.me/2012/07/01/econet-delivers-home-solar-power-station/ … via @michaelebia @DaAmicable,IwekaKingsley,econet provides home power station    via  michaelebia  daamicable,"['econet', 'provides', 'home', 'power', 'station', 'via', 'michaelebia', 'daamicable']",e,True,neutral,1
2012-07-04 06:16:32,0,0,2,#youKnowItsFake when u buy an AIRTEL line nd insert it in ur fone nd it shows ECONET,chuuparker,#youknowitsfake when u buy an airtel line nd insert it in ur fone nd it shows econet,"['#youknowitsfake', 'when', 'u', 'buy', 'an', 'airtel', 'line', 'nd', 'insert', 'it', 'in', 'ur', 'fone', 'nd', 'it', 'shows', 'econet']",e,True,neutral,1
2012-07-06 10:38:12,0,0,4,"WASSUP ZIMBABWE....SAVE YA BOY ...TEXT ""PREZZO TO 33334(ECONET) or 15626 (NETONE)""",nasirkenya,wassup     save ya boy    text  prezzo to       econet  or        netone  ,"['wassup', 'zimbabwe', 'save', 'ya', 'boy', 'text', 'prezzo', 'to', 'econet', 'or', 'netone']",ec,True,neutral,1
2012-07-10 13:55:24,0,0,9,"#RememberWhen ""A sim Card was almost as expensive as the phone itself"" Econet na God go judge Una",EjaleChristo,#rememberwhen  a sim card was almost as expensive as the phone itself  econet na god  judge una,"['#rememberwhen', 'a', 'sim', 'card', 'was', 'almost', 'as', 'expensive', 'as', 'the', 'phone', 'itself', 'econet', 'na', 'god', 'go', 'judge', 'una']",e,True,neg,1
2012-07-17 22:17:45,0,0,2,"EcONET! ""@Sheyi_: MTN is messing up again...there is jst no good network in dis country""",SHeyilaSnr,econet    sheyi   mtn is messing up again   there is jst no good network in dis country ,"['econet', 'sheyi', 'mtn', 'is', 'messing', 'up', 'again', 'there', 'is', 'jst', 'no', 'good', 'network', 'in', 'dis', 'country']",e,True,neg,1
2012-07-30 16:45:52,0,1,2,@econetian addresses all ECONET employees for the first time from the new Seattle HQ. #Univera #ECONET pic.twitter.com/gbvWalcV,randybancino, econetian addresses all econet employees for the first time from the new seattle hq  #univera #econet ,"['econetian', 'addresses', 'all', 'econet', 'employees', 'for', 'the', 'first', 'time', 'from', 'the', 'new', 'seattle', 'hq', '#univera', '#econet']",e,True,neutral,1
2012-08-02 19:54:25,0,0,1,Bulawayo24 NEWS | Econet seeks govt help to recover $80m from NetOne and TelOne http://fb.me/1drzhaETu ,Bulawayo24News,bulawayo   news   econet seeks govt help to recover    m from netone and telone  ,"['bulawayo', 'news', 'econet', 'seeks', 'govt', 'help', 'to', 'recover', 'm', 'from', 'netone', 'and', 'telone']",ec,True,neutral,1
2012-08-10 08:48:20,0,0,2,Econet changes eTXT tariffs to weekly and monthly subscription model http://www.techzim.co.zw/2012/08/econet-changes-etxt-tariffs-to-weekly-and-monthly-subscription-model/ … #Zimbabwe @fmna,Techzim,econet changes etxt tariffs to weekly and monthly subscription model    #  fmna,"['econet', 'changes', 'etxt', 'tariffs', 'to', 'weekly', 'and', 'monthly', 'subscription', 'model', '#zimbabwe', 'fmna']",e,True,neutral,1
2012-08-10 16:03:00,0,0,2,"NC #climate update: 3rd warmest July on record for NC, summary of student projects, and updates on #econet  Details at http://www.nc-climate.ncsu.edu/office/newsletters/2012Aug?h=tweet …",NCSCO,nc #climate update   rd warmest july on record for nc  summary of student projects  and updates on #econet  details at   ,"['nc', '#climate', 'update', 'rd', 'warmest', 'july', 'on', 'record', 'for', 'nc', 'summary', 'of', 'student', 'projects', 'and', 'updates', 'on', '#econet', 'details', 'at']",e,True,neutral,1
2012-08-12 17:49:38,0,0,6,I feel @telecel_zim develops technology that matters to customers. @econetzimbabwe develops what matters to @econetzimbabwe,kwirirayi,i feel  telecel  develops technology that matters to customers   econet develops what matters to  econet,"['i', 'feel', 'telecel', 'zim', 'develops', 'technology', 'that', 'matters', 'to', 'customers', 'econetzimbabwe', 'develops', 'what', 'matters', 'to', 'econetzimbabwe']",ec,True,neg,1
2012-08-12 18:49:37,0,0,2,@kwirirayi it's coz they are bloated and arrogant! All the #amageeks have since moved! @econetzimbabwe Sux right now! Team @Telecel_Zim,begottensun, kwirirayi it s coz they are bloated and arrogant  all the #amageeks have since moved   econet sux right now  team  telecel ,"['kwirirayi', 'it', 's', 'coz', 'they', 'are', 'bloated', 'and', 'arrogant', 'all', 'the', '#amageeks', 'have', 'since', 'moved', 'econetzimbabwe', 'sux', 'right', 'now', 'team', 'telecel', 'zim']",ec,True,neutral,1
2012-08-23 13:22:06,1,0,1,Econet to terminate interconnection with NetOne in Zimbabwe.  Gov-owned operator not paying its bills.  USD20M - http://bit.ly/Nnfpl3 ,stevesong,econet to terminate interconnection with netone in    gov owned operator not paying its bills   usd  m    ,"['econet', 'to', 'terminate', 'interconnection', 'with', 'netone', 'in', 'zimbabwe', 'gov', 'owned', 'operator', 'not', 'paying', 'its', 'bills', 'usd', 'm']",ec,True,neutral,1
2012-08-23 13:58:05,0,0,2,#Zimbabwe's Econet cuts off state mobile operator over fees. http://af.reuters.com/article/investingNews/idAFJOE87M04K20120823 …,ReutersAfrica,# s econet cuts off state mobile operator over fees    ,"['#zimbabwe', 's', 'econet', 'cuts', 'off', 'state', 'mobile', 'operator', 'over', 'fees']",e,True,neutral,1
2012-08-29 12:13:16,0,2,2,Econet is on a one-sided textual relationship with all its subscribers. Sending annoying self promotional texts. Why can't I text back?,stevenchikosi,econet is on a one sided textual relationship with all its subscribers  sending annoying self promotional texts  why can t i text back ,"['econet', 'is', 'on', 'a', 'one', 'sided', 'textual', 'relationship', 'with', 'all', 'its', 'subscribers', 'sending', 'annoying', 'self', 'promotional', 'texts', 'why', 'can', 't', 'i', 'text', 'back']",e,True,neg,1
2012-09-01 11:32:33,0,1,2,CDE FATSO is on ECONET (the EVIL guys) VS Carl Joshua Ncube on TELECEL (the GOOD guys) stay tuned for #ECONETvsTELECEL in BULAWAYO,CarlJoshuaNcube,cde fatso is on econet  the evil guys  vs carl joshua ncube on telecel  the good guys  stay tuned for #econetvstelecel in bulawayo,"['cde', 'fatso', 'is', 'on', 'econet', 'the', 'evil', 'guys', 'vs', 'carl', 'joshua', 'ncube', 'on', 'telecel', 'the', 'good', 'guys', 'stay', 'tuned', 'for', '#econetvstelecel', 'in', 'bulawayo']",ec,True,neutral,1
2012-09-05 02:58:31,2,0,0,"Where do we put our  money, the ""obvious"" choices are AICO, Innscor, Delta, Dairibord, Econet. No sleepless nights with those counters.",SaxumAct,where do we put our  money  the  obvious  choices are aico  innscor  delta  dairibord  econet  no sleepless nights with those counters ,"['where', 'do', 'we', 'put', 'our', 'money', 'the', 'obvious', 'choices', 'are', 'aico', 'innscor', 'delta', 'dairibord', 'econet', 'no', 'sleepless', 'nights', 'with', 'those', 'counters']",e,True,neg,1
2012-09-05 19:34:35,1,3,1,Econet does not respect me. I thought i should tell someone.,LOCHNATION,econet does not respect me  i thought i should tell someone ,"['econet', 'does', 'not', 'respect', 'me', 'i', 'thought', 'i', 'should', 'tell', 'someone']",e,True,neg,1
2012-09-06 11:51:50,0,0,5,#BarCamp listening to @SirNige talking about nyngi. He just presented @LOCHnation’s Econet - Telecel tweet as an example.,DannythatGuy,#barcamp listening to  sirnige talking about nyngi  he just presented  lochnation s econet   telecel tweet as an example ,"['#barcamp', 'listening', 'to', 'sirnige', 'talking', 'about', 'nyngi', 'he', 'just', 'presented', 'lochnation', 's', 'econet', 'telecel', 'tweet', 'as', 'an', 'example']",ec,True,neutral,1
2012-09-11 05:51:36,0,0,3,Bulawayo24 NEWS | Econet named one of Africa's top 10 innovative companies http://fb.me/23bko1CGj ,Bulawayo24News,bulawayo   news   econet named one of africa s top    innovative companies  ,"['bulawayo', 'news', 'econet', 'named', 'one', 'of', 'africa', 's', 'top', 'innovative', 'companies']",e,True,neutral,1
2012-09-13 12:56:37,1,0,0,Who else is chuffed at receiving a measly 12 free SMSs from Econet Wireless after having spent gazillions in Z$ and thazaz (1000s) in US$?,samaiter,who else is chuffed at receiving a measly    free smss from econet  after having spent gazillions in z  and thazaz      s  in us  ,"['who', 'else', 'is', 'chuffed', 'at', 'receiving', 'a', 'measly', 'free', 'smss', 'from', 'econet', 'wireless', 'after', 'having', 'spent', 'gazillions', 'in', 'z', 'and', 'thazaz', 's', 'in', 'us']",e,True,neutral,1
2012-09-13 17:09:17,1,2,2,How much mobile phone airtime street vendors earn a month http://www.techzim.co.zw/2012/09/ever-wondered-how-much-mobile-phone-airtime-street-vendors-earn-a-month/ … #Zimbabwe #Econet,Techzim,how much mobile phone airtime street vendors earn a month    # #econet,"['how', 'much', 'mobile', 'phone', 'airtime', 'street', 'vendors', 'earn', 'a', 'month', '#zimbabwe', '#econet']",e,True,neutral,1
2012-09-14 09:50:52,4,1,2,When r we gona b alowed to migrate with our number 2 anothr netwek? Coz rite now I do envy @Telecel_Zim This @econetzimbabwe arhhh #twimbos,thandowako,when r we gona b alowed to migrate with our number   anothr netwek  coz rite now i do envy  telecel  this  econet arhhh #twimbos,"['when', 'r', 'we', 'gona', 'b', 'alowed', 'to', 'migrate', 'with', 'our', 'number', 'anothr', 'netwek', 'coz', 'rite', 'now', 'i', 'do', 'envy', 'telecel', 'zim', 'this', 'econetzimbabwe', 'arhhh', '#twimbos']",ec,True,neutral,1
