created_at,likes,replies,retweets,text,user_screen_name,tidy_tweet,tokenized_tweet,MNO_label,lang,sentiment,enquiry_count
2012-07-04 07:12:17,0,0,2,"NEW LOCAL BOSS FOR TELECEL ZIMBABWE: Mobile network operator, Telecel has appointed a Zimbabwean, Francis Mawind... http://bit.ly/Omz0pj ",Newsdzezimbabwe,new local boss for telecel   mobile network operator  telecel has appointed a an  francis mawind     ,"['new', 'local', 'boss', 'for', 'telecel', 'zimbabwe', 'mobile', 'network', 'operator', 'telecel', 'has', 'appointed', 'a', 'zimbabwean', 'francis', 'mawind']",c,True,neutral,1
2012-07-09 16:08:22,0,0,3,Telecel hits 2 million subscribers. Zimbabwe’s mobile penetration now 80% http://www.techzim.co.zw/2012/07/telecel-hits-2-million-subscribers-zimbabwes-mobile-penetration-now-80/ …,Techzim,telecel hits   million subscribers   s mobile penetration now       ,"['telecel', 'hits', 'million', 'subscribers', 'zimbabwe', 's', 'mobile', 'penetration', 'now']",c,True,neutral,1
2012-07-11 07:12:33,0,0,2,Zim’s Telecel subscriber base reaches two million http://dlvr.it/1r4D8b  #ict #tech #news,ITNewsAfrica, s telecel subscriber base reaches two million   #ict #tech #news,"['zim', 's', 'telecel', 'subscriber', 'base', 'reaches', 'two', 'million', '#ict', '#tech', '#news']",c,True,neutral,1
2012-07-11 09:16:34,0,0,2,Press Release: Telecel gives inactive subscribers incentive to reactivate lines http://www.techzim.co.zw/2012/07/telecel-gives-inactive-subscribers-incentive-to-reactivate-lines/ … #Zimbabwe,Techzim,press release  telecel gives inactive subscribers incentive to reactivate lines    #,"['press', 'release', 'telecel', 'gives', 'inactive', 'subscribers', 'incentive', 'to', 'reactivate', 'lines', '#zimbabwe']",c,True,neutral,1
2012-07-12 04:39:02,0,0,2,Zimbabwe's Telecel Subscribers Continue To Grow http://dlvr.it/1rKhDH  #Zimbabwe,LivingZimbabwe, s telecel subscribers continue to grow   #,"['zimbabwe', 's', 'telecel', 'subscribers', 'continue', 'to', 'grow', '#zimbabwe']",c,True,neutral,1
2012-07-23 05:39:33,0,0,5,Bulawayo24 NEWS | Man (34) fatally assaults wife over a missing NetOne recharge card http://fb.me/27bi94F4p ,Bulawayo24News,bulawayo   news   man      fatally assaults wife over a missing netone recharge card  ,"['bulawayo', 'news', 'man', 'fatally', 'assaults', 'wife', 'over', 'a', 'missing', 'netone', 'recharge', 'card']",c,True,neutral,1
2012-07-25 14:22:02,1,1,1,$100 how??RT @Captain_FBS: foxie_lee wonditumira ka nhumber yako ye Telecel. I got $100 of free minutes to burn!!!,foxie_lee,     how    captain fbs  foxie lee wonditumira ka nhumber yako ye telecel  i got      of free minutes to burn   ,"['how', 'rt', 'captain', 'fbs', 'foxie', 'lee', 'wonditumira', 'ka', 'nhumber', 'yako', 'ye', 'telecel', 'i', 'got', 'of', 'free', 'minutes', 'to', 'burn']",c,True,neg,1
2012-09-13 08:41:36,1,1,3,Telecel introduces SMS based question answering promo http://www.techzim.co.zw/2012/09/telecel-introduces-sms-based-question-answering-promo/ … #MobileVAS #telecoms #Zimbabwe,Techzim,telecel introduces sms based question answering promo    #mobilevas #telecoms #,"['telecel', 'introduces', 'sms', 'based', 'question', 'answering', 'promo', '#mobilevas', '#telecoms', '#zimbabwe']",c,True,neutral,1
2012-09-14 19:59:14,1,0,1,"U rock guyz, keep on da gud work, ndafarira internet @Telecel_Zim",claynyax,u rock guyz  keep on da gud work  ndafarira internet  telecel ,"['u', 'rock', 'guyz', 'keep', 'on', 'da', 'gud', 'work', 'ndafarira', 'internet', 'telecel', 'zim']",c,True,neutral,1
2012-09-16 18:59:55,1,1,1,@Telecel_Zim :)high speed internet in Bulawayo#excellent job thanx guys!!!,Molaudzi1, telecel    high speed internet in bulawayo#excellent job thanx guys   ,"['telecel', 'zim', 'high', 'speed', 'internet', 'in', 'bulawayo#excellent', 'job', 'thanx', 'guys']",c,True,neutral,1
2012-09-17 08:57:04,1,0,1,"@Telecel_Zim :)± 14years loyal to the network,hope one day I will receive my *pension*,hahaha ,pliz check my #credentials_Milton Singo!",Molaudzi1, telecel        years loyal to the network hope one day i will receive my  pension  hahaha  pliz check my #credentials milton singo ,"['telecel', 'zim', 'years', 'loyal', 'to', 'the', 'network', 'hope', 'one', 'day', 'i', 'will', 'receive', 'my', 'pension', 'hahaha', 'pliz', 'check', 'my', '#credentials', 'milton', 'singo']",c,True,neutral,1
2012-09-17 15:02:23,2,1,3,"my old netwek gave no bonus,had snail slow internet,customer service nos ddnt wk. now I feel like a Prince with my @Telecel_Zim",ehudnyambayo,my old netwek gave no bonus had snail slow internet customer service nos ddnt wk  now i feel like a prince with my  telecel ,"['my', 'old', 'netwek', 'gave', 'no', 'bonus', 'had', 'snail', 'slow', 'internet', 'customer', 'service', 'nos', 'ddnt', 'wk', 'now', 'i', 'feel', 'like', 'a', 'prince', 'with', 'my', 'telecel', 'zim']",c,True,neg,1
2012-09-19 08:05:29,0,0,2,#Telecel considers going public http://www.newsday.co.zw/article/2012-09-19-telecel-considers-going-public … via @newsdayzimbabwe,NewsDayZimbabwe,#telecel considers going public    via  newsday,"['#telecel', 'considers', 'going', 'public', 'via', 'newsdayzimbabwe']",c,True,neutral,1
2012-09-24 03:35:37,1,0,1,RT @CarlJoshuaNcube: #WINFREETICKETS to see Carl Joshua Ncube a.k.a ME performing stand up comedy @Telecel_Zim. - I just told someone,MahakataChris,  carljoshuancube  #winfreetickets to see carl joshua ncube a k a me performing stand up comedy  telecel     i just told someone,"['rt', 'carljoshuancube', '#winfreetickets', 'to', 'see', 'carl', 'joshua', 'ncube', 'a', 'k', 'a', 'me', 'performing', 'stand', 'up', 'comedy', 'telecel', 'zim', 'i', 'just', 'told', 'someone']",c,True,neg,1
2012-09-27 10:18:57,0,0,2,VAS entrepreneur explains why he says Telecel stole concept http://www.techzim.co.zw/2012/09/vas-entrepreneur-explains-why-he-says-telecel-stole-concept/ … #Zimbabwe #TelecomsDisputes,Techzim,vas entrepreneur explains why he says telecel stole concept    # #telecomsdisputes,"['vas', 'entrepreneur', 'explains', 'why', 'he', 'says', 'telecel', 'stole', 'concept', '#zimbabwe', '#telecomsdisputes']",c,True,neutral,1
2012-09-28 08:36:39,0,0,3,Bulawayo24 NEWS | Netone Blackberry internet settings http://fb.me/FpEAeV4a ,Bulawayo24News,bulawayo   news   netone blackberry internet settings  ,"['bulawayo', 'news', 'netone', 'blackberry', 'internet', 'settings']",c,True,neutral,1
2012-10-02 08:36:02,1,0,1,"i didnt believe it but @Telecel_Zim is the real deal yall,impressive!!! #tellsomeone",arshlygee,i didnt believe it but  telecel  is the real deal yall impressive    #tellsomeone,"['i', 'didnt', 'believe', 'it', 'but', 'telecel', 'zim', 'is', 'the', 'real', 'deal', 'yall', 'impressive', '#tellsomeone']",c,True,neg,1
2012-10-02 14:00:39,4,0,2,RT @thisizngoni: Compliments of the great improvement in @Telecel_Zim services #Tellsomeone via @Telecel_Zim,nyngi,  thisizngoni  compliments of the great improvement in  telecel  services #tellsomeone via  telecel ,"['rt', 'thisizngoni', 'compliments', 'of', 'the', 'great', 'improvement', 'in', 'telecel', 'zim', 'services', '#tellsomeone', 'via', 'telecel', 'zim']",c,True,neutral,1
2012-10-21 10:59:44,3,0,1,@Telecel_Zim very fast internet! keep it up,CentrikAfrye, telecel  very fast internet  keep it up,"['telecel', 'zim', 'very', 'fast', 'internet', 'keep', 'it', 'up']",c,True,neg,1
2012-10-28 14:12:04,2,1,1,@thi_chief @telecel_zim 1.the network on internet is fast. 2.its cheap 3.phone call its like we tlking in person. 4.lovely 5.bonuses wow,Yng_Khalifaa, thi chief  telecel    the network on internet is fast    its cheap   phone call its like we tlking in person    lovely   bonuses wow,"['thi', 'chief', 'telecel', 'zim', 'the', 'network', 'on', 'internet', 'is', 'fast', 'its', 'cheap', 'phone', 'call', 'its', 'like', 'we', 'tlking', 'in', 'person', 'lovely', 'bonuses', 'wow']",c,True,neg,1
2012-10-29 13:12:43,0,0,1,"GROUP OFFLOADING TELECEL ZIMBABWE STAKE: Telecoms group Vimpelcom is set to sell its stake in Telecel Zimbabwe, ... http://bit.ly/STSLEx ",Newsdzezimbabwe,group offloading telecel  stake  telecoms group vimpelcom is set to sell its stake in telecel        ,"['group', 'offloading', 'telecel', 'zimbabwe', 'stake', 'telecoms', 'group', 'vimpelcom', 'is', 'set', 'to', 'sell', 'its', 'stake', 'in', 'telecel', 'zimbabwe']",c,True,neutral,1
2012-11-05 16:54:42,1,0,1,"Even though this Disc0unt burrish is firing I'm tired of you getting me upset ...  m0ving on to that better burrish,,getting a TELECEL line",the_unafflicted,even though this disc unt burrish is firing i m tired of you getting me upset      m ving on to that better burrish  getting a telecel line,"['even', 'though', 'this', 'disc', 'unt', 'burrish', 'is', 'firing', 'i', 'm', 'tired', 'of', 'you', 'getting', 'me', 'upset', 'm', 'ving', 'on', 'to', 'that', 'better', 'burrish', 'getting', 'a', 'telecel', 'line']",c,True,neg,1
2012-11-17 07:59:33,1,1,3,"believe o not, love it o hate it @telecel_zim mega magic is rokin di place, m lovin it!",djtembo,believe o not  love it o hate it  telecel  mega magic is rokin di place  m lovin it ,"['believe', 'o', 'not', 'love', 'it', 'o', 'hate', 'it', 'telecel', 'zim', 'mega', 'magic', 'is', 'rokin', 'di', 'place', 'm', 'lovin', 'it']",c,True,neg,1
2012-11-25 05:10:19,2,0,1,"Faster than Usain, luvin the internet speeds
@Telecel_Zim",ad_maku,faster than usain  luvin the internet speeds  telecel ,"['faster', 'than', 'usain', 'luvin', 'the', 'internet', 'speeds', 'telecel', 'zim']",c,True,neutral,1
2012-12-05 16:59:08,1,0,1,"recharged a $5 @Telecel_Zim mega magic juice card, n it doubled n wit 99% o mi contacts bein telecel users ndoipedzerwa nan uye nda4nera ani",djtembo,recharged a     telecel  mega magic juice card  n it doubled n wit     o mi contacts bein telecel users ndoipedzerwa nan uye nda nera ani,"['recharged', 'a', 'telecel', 'zim', 'mega', 'magic', 'juice', 'card', 'n', 'it', 'doubled', 'n', 'wit', 'o', 'mi', 'contacts', 'bein', 'telecel', 'users', 'ndoipedzerwa', 'nan', 'uye', 'nda', 'nera', 'ani']",c,True,neg,1
2012-12-16 12:31:12,1,0,1,"Tennis tourney pushes for ITF status: TENNIS Zimbabwe (TZ) have written to NetOne, the principal sponsors of the... http://bit.ly/SyOzib ",TennisHQ,tennis tourney pushes for itf status  tennis   tz  have written to netone  the principal sponsors of the     ,"['tennis', 'tourney', 'pushes', 'for', 'itf', 'status', 'tennis', 'zimbabwe', 'tz', 'have', 'written', 'to', 'netone', 'the', 'principal', 'sponsors', 'of', 'the']",c,True,neutral,1
2012-12-18 13:42:56,0,0,1,Enter now for your chance to win a Samsung Galaxy Ace! Telecel subscribers only. http://bit.ly/Vjof6l ,Yng_Khalifaa,enter now for your chance to win a samsung galaxy ace  telecel subscribers only   ,"['enter', 'now', 'for', 'your', 'chance', 'to', 'win', 'a', 'samsung', 'galaxy', 'ace', 'telecel', 'subscribers', 'only']",c,True,neutral,1
2012-12-18 15:30:37,0,0,2,Holiday deals: Telecel slashes international call tariffs  http://www.techzim.co.zw/2012/12/holiday-deals-telecel-slashes-international-call-tariffs/ … #Zimbabwe,Techzim,holiday deals  telecel slashes international call tariffs     #,"['holiday', 'deals', 'telecel', 'slashes', 'international', 'call', 'tariffs', '#zimbabwe']",c,True,neutral,1
2012-12-27 12:10:19,0,0,0,Telecel Looking to Comply with Zimbabwe's Foreign Shareholder Limits http://bit.ly/RTX9b8 ,cellularnews,telecel looking to comply with  s foreign shareholder limits  ,"['telecel', 'looking', 'to', 'comply', 'with', 'zimbabwe', 's', 'foreign', 'shareholder', 'limits']",c,True,neutral,1
2012-12-31 05:01:14,0,0,1,"AN ODE TO TELECEL: *clears throat* And lo! The credit was accepted, & it was good. But 073, with malice in his eye, sought to test our hero",CptAwesomeZW,an ode to telecel   clears throat  and lo  the credit was accepted    it was good  but      with malice in his eye  sought to test our hero,"['an', 'ode', 'to', 'telecel', 'clears', 'throat', 'and', 'lo', 'the', 'credit', 'was', 'accepted', 'it', 'was', 'good', 'but', 'with', 'malice', 'in', 'his', 'eye', 'sought', 'to', 'test', 'our', 'hero']",c,True,neutral,1
2013-01-09 08:58:05,0,0,2,No joy yet for NetOne as privatisation- delays #NewsDay #Business http://www.newsday.co.zw/2013/01/09/no-joy-yet-for-netone/ …,NewsDayZimbabwe,no joy yet for netone as privatisation  delays #newsday #business   ,"['no', 'joy', 'yet', 'for', 'netone', 'as', 'privatisation', 'delays', '#newsday', '#business']",c,True,neutral,1
2013-01-29 08:50:57,1,0,2,#IWasToldBySomeone nezve @Telecel_Zim . Got my line and never regretted leaving #buddiezone.,pert_u,#iwastoldbysomeone nezve  telecel    got my line and never regretted leaving #buddiezone ,"['#iwastoldbysomeone', 'nezve', 'telecel', 'zim', 'got', 'my', 'line', 'and', 'never', 'regretted', 'leaving', '#buddiezone']",c,True,neutral,1
2013-02-04 07:19:41,1,0,2,@Telecel_Zim The @JCI_Zimbabwe 2013 Creative Young Entrepreneur Award search has begun. Nominations are open http://bit.ly/Ix5Ui9 ,JCIZimCYEA, telecel  the  jci       creative young entrepreneur award search has begun  nominations are open  ,"['telecel', 'zim', 'the', 'jci', 'zimbabwe', 'creative', 'young', 'entrepreneur', 'award', 'search', 'has', 'begun', 'nominations', 'are', 'open']",c,True,neutral,1
2013-02-07 18:33:32,1,0,1,"""@Telecel_Zim: Telecel denies all involvemnt wit #WhyTheyFailedOLevels. Altho we hv the cheapest calls, texts&data we encourage them 2study""",Yalifah69,  telecel   telecel denies all involvemnt wit #whytheyfailedolevels  altho we hv the cheapest calls  texts data we encourage them  study ,"['telecel', 'zim', 'telecel', 'denies', 'all', 'involvemnt', 'wit', '#whytheyfailedolevels', 'altho', 'we', 'hv', 'the', 'cheapest', 'calls', 'texts', 'data', 'we', 'encourage', 'them', 'study']",c,True,neg,1
2013-02-20 19:24:55,2,5,5,"@Telecel_Zim is rewarding you with daily 1MB of free data from 20 to 26 February due to data service interruptions, so go ahead #TellSomeone",Beatonm5, telecel  is rewarding you with daily   of free data from    to    february due to data service interruptions  so  ahead #tellsomeone,"['telecel', 'zim', 'is', 'rewarding', 'you', 'with', 'daily', 'mb', 'of', 'free', 'data', 'from', 'to', 'february', 'due', 'to', 'data', 'service', 'interruptions', 'so', 'go', 'ahead', '#tellsomeone']",c,True,neutral,1
2013-03-22 17:47:32,2,0,1,At the Rainbow Towers for a fundraiser for the Zimbabwe Women On  A Mission Investment Trust. Sitting on the @Telecel_Zim table,ZororoMakamba,at the rainbow towers for a fundraiser for the  women on  a mission investment trust  sitting on the  telecel  table,"['at', 'the', 'rainbow', 'towers', 'for', 'a', 'fundraiser', 'for', 'the', 'zimbabwe', 'women', 'on', 'a', 'mission', 'investment', 'trust', 'sitting', 'on', 'the', 'telecel', 'zim', 'table']",c,True,neutral,1
2013-03-25 19:52:22,0,0,2,"@begottensun in fact from here on, ""permission to speak freely"" means ""Tehn, put your @Telecel_Zim sim card in now my guy""",iamTEHN, begottensun in fact from here on   permission to speak freely  means  tehn  put your  telecel  sim card in now my guy ,"['begottensun', 'in', 'fact', 'from', 'here', 'on', 'permission', 'to', 'speak', 'freely', 'means', 'tehn', 'put', 'your', 'telecel', 'zim', 'sim', 'card', 'in', 'now', 'my', 'guy']",c,True,neutral,1
2013-04-01 18:35:00,1,1,2,"LMAO! *dead* RT @telecel_zim: Be sure to join Telecel, where we give BONUSES instead of REFUNDS!! #TelecelMegaJuice #TellSomeone",DJ_Naida,lmao   dead    telecel   be sure to join telecel  where we give bonuses instead of refunds   #telecelmegajuice #tellsomeone,"['lmao', 'dead', 'rt', 'telecel', 'zim', 'be', 'sure', 'to', 'join', 'telecel', 'where', 'we', 'give', 'bonuses', 'instead', 'of', 'refunds', '#telecelmegajuice', '#tellsomeone']",c,True,neutral,1
2013-04-02 04:29:30,2,0,1,@Telecel_Zim am so enjoying the $10 data.. Very affordable.. My dream to skype using my phone just made a reality... #wont stop telling!!,Percygono, telecel  am so enjoying the     data   very affordable   my dream to skype using my phone just made a reality    #wont stop telling  ,"['telecel', 'zim', 'am', 'so', 'enjoying', 'the', 'data', 'very', 'affordable', 'my', 'dream', 'to', 'skype', 'using', 'my', 'phone', 'just', 'made', 'a', 'reality', '#wont', 'stop', 'telling']",c,True,neutral,1
2013-04-02 09:22:11,1,0,2,Everyone i know should just switch to telecel it would make life easier!,Fina_is4u,everyone i know should just switch to telecel it would make life easier ,"['everyone', 'i', 'know', 'should', 'just', 'switch', 'to', 'telecel', 'it', 'would', 'make', 'life', 'easier']",c,True,neg,1
2013-04-02 12:24:04,1,1,2,"Experiencing the same: ""@cuda82 my phone keeps dropping calls, now realy thinking of switching to telecel"" cc: @Telecel_Zim",DigitallyGenius,experiencing the same    cuda   my phone keeps dropping calls  now realy thinking of switching to telecel  cc   telecel ,"['experiencing', 'the', 'same', 'cuda', 'my', 'phone', 'keeps', 'dropping', 'calls', 'now', 'realy', 'thinking', 'of', 'switching', 'to', 'telecel', 'cc', 'telecel', 'zim']",c,True,neutral,1
2013-04-03 10:21:39,2,0,1,Ok now time to find crap to download @Telecel_Zim just credited me with a long forgotten bonus #JustToldSomeone,albert4u,ok now time to find crap to download  telecel  just credited me with a long forgotten bonus #justtoldsomeone,"['ok', 'now', 'time', 'to', 'find', 'crap', 'to', 'download', 'telecel', 'zim', 'just', 'credited', 'me', 'with', 'a', 'long', 'forgotten', 'bonus', '#justtoldsomeone']",c,True,neg,1
2013-04-07 19:45:53,1,1,2,Reasons why i love telecel  even on $0.00 u cn still go on the internet  ! For 2days,Mrs_le_clos,reasons why i love telecel  even on       u cn still  on the internet    for  days,"['reasons', 'why', 'i', 'love', 'telecel', 'even', 'on', 'u', 'cn', 'still', 'go', 'on', 'the', 'internet', 'for', 'days']",c,True,neutral,1
2013-04-09 09:55:41,0,1,3,Telecel slashes off-peak call & internet tariffs  http://www.techzim.co.zw/2013/04/telecel-slashes-off-peak-call-internet-tariffs/ … #VoiceTariffs #MobileBroadband,Techzim,telecel slashes off peak call   internet tariffs     #voicetariffs #mobilebroadband,"['telecel', 'slashes', 'off', 'peak', 'call', 'internet', 'tariffs', '#voicetariffs', '#mobilebroadband']",c,True,neutral,1
2013-04-10 07:22:57,1,1,3,I love @Telecel_Zim!! 3c/mb and $0.01 per minute?? Where in the world do u find this?? GO TELL SOMEONE<<<<< well I just did lol,Le_Magna,i love  telecel     c  and       per minute   where in the world do u find this    tell someone      well i just did lol,"['i', 'love', 'telecel', 'zim', 'c', 'mb', 'and', 'per', 'minute', 'where', 'in', 'the', 'world', 'do', 'u', 'find', 'this', 'go', 'tell', 'someone', 'well', 'i', 'just', 'did', 'lol']",c,True,neutral,1
2013-04-17 15:33:50,1,0,2,@Telecel_Zim I passed by your stand and check what I saw! You are ready for the #ZITF2013pic.twitter.com/7CwTyiTMbN,fmzondiwa, telecel  i passed by your stand and check what i saw  you are ready for the #zitf    ,"['telecel', 'zim', 'i', 'passed', 'by', 'your', 'stand', 'and', 'check', 'what', 'i', 'saw', 'you', 'are', 'ready', 'for', 'the', '#zitf']",c,True,neg,1
2013-04-23 05:55:17,1,0,2,Zim World Music Stars @Mokoomba LIVE @ #HIFA2013 05-05-13/8.30PM/ Telecel Main Stage.Guest appearance-Baaba Maal. #SupportaTwimbo! #FollowEM,KnowYourZimbos, world music stars  mokoomba live   #hifa                  pm  telecel main stage guest appearance baaba maal  #supportatwimbo  #followem,"['zim', 'world', 'music', 'stars', 'mokoomba', 'live', '#hifa', 'pm', 'telecel', 'main', 'stage', 'guest', 'appearance', 'baaba', 'maal', '#supportatwimbo', '#followem']",c,True,neutral,1
2013-04-30 09:26:29,1,1,2,I dnt cre if thr is a 90% off internet usage.. I wl always use ma telecel line wen t cmes to internet,dennischalala,i dnt cre if thr is a     off internet usage   i wl always use ma telecel line wen t cmes to internet,"['i', 'dnt', 'cre', 'if', 'thr', 'is', 'a', 'off', 'internet', 'usage', 'i', 'wl', 'always', 'use', 'ma', 'telecel', 'line', 'wen', 't', 'cmes', 'to', 'internet']",c,True,neg,1
2013-05-03 08:38:58,1,0,5,Its Day 4 of #HIFA2013! Tune in to @ZiFMStereo at 1150 to hear my picks for the day brought to you by @Telecel_Zim #mystationyourstation,LOCHNATION,its day   of #hifa      tune in to  zifmstereo at      to hear my picks for the day brought to you by  telecel  #mystationyourstation,"['its', 'day', 'of', '#hifa', 'tune', 'in', 'to', 'zifmstereo', 'at', 'to', 'hear', 'my', 'picks', 'for', 'the', 'day', 'brought', 'to', 'you', 'by', 'telecel', 'zim', '#mystationyourstation']",c,True,neutral,1
2013-05-10 08:45:55,1,0,2,Follow @Telecel_Zim for live updates of the Zim Broadband Forum taking place at Cresta Lodge,ZororoMakamba,follow  telecel  for live updates of the  broadband forum taking place at cresta lodge,"['follow', 'telecel', 'zim', 'for', 'live', 'updates', 'of', 'the', 'zim', 'broadband', 'forum', 'taking', 'place', 'at', 'cresta', 'lodge']",c,True,neutral,1
2013-05-10 09:08:11,1,1,3,Some of the sponsors for #ZimBroadband include @Telecel_Zim @ZolConnect http://instagram.com/p/ZICjpupO8p/ ,SirNige,some of the sponsors for #zimbroadband include  telecel   zolconnect  ,"['some', 'of', 'the', 'sponsors', 'for', '#zimbroadband', 'include', 'telecel', 'zim', 'zolconnect']",c,True,neutral,1
2013-05-16 08:50:48,1,0,1,Tell Someone that I'm now Officially on @Telecel_Zim #Mo'fire. Top marks for customer care!!!!!!,takefizzo,tell someone that i m now officially on  telecel  #mo fire  top marks for customer care      ,"['tell', 'someone', 'that', 'i', 'm', 'now', 'officially', 'on', 'telecel', 'zim', '#mo', 'fire', 'top', 'marks', 'for', 'customer', 'care']",c,True,neg,1
2013-06-07 10:30:59,2,0,2,what is that i see...oh nevermind  its no-Buddie hahaha @Telecel_Zim,therealkuda,what is that i see   oh nevermind  its no buddie hahaha  telecel ,"['what', 'is', 'that', 'i', 'see', 'oh', 'nevermind', 'its', 'no', 'buddie', 'hahaha', 'telecel', 'zim']",c,True,neg,1
2013-06-07 16:25:25,2,3,2,Just activated my @Telecel_Zim line and all of a sudden I have to remember hwo to text because I got 200 free sms's #TellSomeone,kwirirayi,just activated my  telecel  line and all of a sudden i have to remember hwo to text because i got     free sms s #tellsomeone,"['just', 'activated', 'my', 'telecel', 'zim', 'line', 'and', 'all', 'of', 'a', 'sudden', 'i', 'have', 'to', 'remember', 'hwo', 'to', 'text', 'because', 'i', 'got', 'free', 'sms', 's', '#tellsomeone']",c,True,neg,1
2013-06-11 11:55:15,1,0,6,Telecel is doing something right! No rocket science .... Just creating good value generous deals for people's hard earned money. Simple.,kunakirwa,telecel is doing something right  no rocket science      just creating good value generous deals for people s hard earned money  simple ,"['telecel', 'is', 'doing', 'something', 'right', 'no', 'rocket', 'science', 'just', 'creating', 'good', 'value', 'generous', 'deals', 'for', 'people', 's', 'hard', 'earned', 'money', 'simple']",c,True,neg,1
