,created_at,likes,replies,retweets,text,tweet_id,user_id,user_name,user_screen_name
56,1553590626000.0,0,0,0,Have you assisted me,1110465689389801473,1086493926926757888,Ashie The General,panganaiashton
57,1553600000000.0,2,2,0,In the same way that the MDC led Harare City council tried to pinch the $10 million donated by Econet last year during the Cholera crisis? pic.twitter.com/fQNHLPbQTX,1110505007760244736,709667942791778304,African Conservative,AfricanCon
58,1553618647000.0,0,0,0,"Sort it out please, nothing happens ku DMpic.twitter.com/sMxkHMRiGK",1110583219504730113,323793023,Joel Nyoni,Joe_Nyoni
59,1553601819000.0,0,0,0,"@econet_support 
Hey do u guys use this platform or",1110512638100992001,928607323005902849,angieydee,angieydee1
60,1553603858000.0,1,1,0,Thank you i got an assistance from Steward Bank order has been restored. Thank you,1110521187904487424,1069946084770938880,Hon Zvishavane B,Apex69364979
61,1553590588000.0,1,1,1,Nhai telecel ine free twitter,1110465530765414400,1306864830,Tk Mzee,TakuMuzavazi
62,1553619742000.0,1,1,1,was using econet twtter..ndaa paden manje n this pic is the sht,1110587812401815552,1057900356427042816,Afro King_69🇿🇼,Luke_Snow69
63,1553579545000.0,221,57,41,"Ndambouyawo kuTelecel for the meantime... ndichazodzoka kuEconet kana Yomix yapedzwa Upgrade.

For the record Free twitter yeku Telecel got media and the bundle lasts longer than the weekly bundle reku econet",1110419211418042369,584820997,🇿🇼•🥜Megatron🍼•🇲🇿,TatsNewton
64,1553446819000.0,5,0,3,Econet yaora lately... service is just pathetic manheru chaiwo you can't even get internet  https://twitter.com/Blissy_wacho187/status/1107373367961837568 …,1109862518476943363,203020375,nashmoyo🇿🇼,sir_nashmoyo
65,1553618551000.0,0,0,0,It just ends with ne failing to registerpic.twitter.com/WukKBPlf2F,1110582815882706944,323793023,Joel Nyoni,Joe_Nyoni
66,1553541371000.0,1,1,0,I had to get their attention ,1110259101081178117,4163803997,bona_qua 🇿🇼,reeriewachoso
67,1553528999000.0,2,0,0,... Econet is following suit,1110207205297606657,900764516539133952,docydee,dorc_savage
68,1553619814000.0,0,0,0,^ ZOD Thanx so much for your reply! Transaction on 2019/03/01 Reveiver  Mobile number 0773600327 City Harare! 305.00Us$pic.twitter.com/59tLMlgNUx,1110588111778656257,961052928994922496,Jecha,Mashedza
69,1553583573000.0,8,0,1,shaa ipapa telecel ikufanira kutogadzira matwitter bundles yotora munhu wese  @Telecel_Zim  because most people prefer twitter than instagram,1110436106003193856,1060906411297832960,Hezvo nhaiwe 😲😲😲,mutswana21
70,1553533238000.0,2,0,0,Hello Econet Twitter,1110224987523289088,496247065,Mr Dee,deshe_tanya
71,1553438490000.0,0,2,0,"@econet_support mmmm , ratopera so data!? Barely 3 hours.pic.twitter.com/iUWwT6ks1W",1109827585159151616,286272270,Pardon Makwara,makwarapardon
72,1553591215000.0,13,0,3,"The committee takes a tour of NetOne exchange offices as well as Kopje Plaza and Herbert Chitepo Shop where they get an appreciation of how the business operates, pic.twitter.com/fA9gs06Uxl",1110468159880994817,2269401481,NetOne Cellular,NetOneCellular
73,1553597050000.0,4,0,6,"#WorldEpilepsyDay

We join the rest of the world in observing #purpleday which is a day dedicated to increasing awareness about epilepsy worldwide. Epilepsy is neurological disorder & primary symptoms commonly include seizures. For more, kindly log on to http://www.purpleday.org/ pic.twitter.com/wFWzk8v2JD",1110492635180007424,614533913,NetOne Customer Care,NetoneSupport
74,1553594333000.0,8,2,3,Indicative Rates:26 March 2019pic.twitter.com/Q4PW24iTtW,1110481238312267777,1560156788,Steward Bank,stewardbank
75,1553506806000.0,1,1,0,"@econetzimbabwe @econet_support @elevateyouthzw I think upgrading yomix was a bad idea coz nanhasi here amana still upgrading aahhh, look at us nowpic.twitter.com/sTMD1F43Qs",1110114123596120064,3039002325,Laenz🇿🇼,langfordmagaya
76,1553411323000.0,189,118,17,Why are you still using econet?,1109713637546045440,819902925472403458,King_Vekenyenye,mistermbika
77,1553374534000.0,301,84,36,"I'm 21 yrs old. I own 3 major platinum mines (ZimPlates, Unki ,Mimosa). I have 2 jets, 3 helicopters and 5 mansions + 1 Honda Fit. I have shares in Econet. I'm a board member of Real Madrid. I dated both Dybala, Isco and Messi from 2014 to 2017. Please #DontJudgeMe",1109559335766630400,921248385574817792,nancy joanna,joannahself
78,1553289841000.0,1055,86,260,"The search and rescue operations by the Econet Group are remarkable

6 helicopters
3 specialised drones
Trucks
20 Ambulances 
Earth Moving Equipment 
Boats

But tomorrow morning we all know what Twimbos will say.",1109204105086550016,62512123,Tapiwa Munjoma,TapiwaMunjoma
79,1553255515000.0,139,9,51,"Our Chief of Staff @LovemoreNyatsin & the Econet team are helping with relief efforts in Chikukwa Village. 

Operations have now moved from medical evacuations to food, medicine, sanitary ware & blanket drops. 
#CycloneIdai #TeamEconetpic.twitter.com/TN1FZteQhe",1109060131852029955,492852412,Econet Wireless,econetzimbabwe
80,1553600040000.0,0,0,0,"@econet_support @elevateyouthzw
we're still waiting .!pic.twitter.com/eCyebJ4zPV",1110505174739632129,1046842262389501958,69 ♥️,i_wayne_officia
81,1553591941000.0,0,1,0,"15 and 16 March
See screenshot attachedpic.twitter.com/C9ucfVkLWV",1110471205692178434,258816126,Rijkaard,Bvuncer
82,1553354683000.0,98,13,19,"Good corporate citizenship by @econetzimbabwe!

Econet has deployed the full might of its organisational capacity in search of survivors of #CycloneIdai 

They brought in 6 helicopters, several drones & rescue boats as it steps up its disaster relief efforts in  #Chimanimanipic.twitter.com/angnHH3RB9",1109476074604425216,1028722816168996867,Prof. Mlambo,MlamboProf
83,1553332596000.0,5,1,4,"#ShoutOutSaturday

Thank you @ClementKabs for your supportpic.twitter.com/7SAIa6tG7F",1109383435376910338,2269401481,NetOne Cellular,NetOneCellular
84,1553275596000.0,292,311,33,Leave a message for Econet using lyrics from any song of your choice,1109144355930025984,1557138096,Tafadzwa👑Faffie,FaffieManhuhwa
85,1553249658000.0,91,1,35,"We are truly grateful to all the individuals & corporates who have donated money & supplies to help those affected by #CyloneIdai

Our team is on the ground to ensure that relief gets to those in need.

Let's continue to support the relief efforts! #ReachOutpic.twitter.com/swReNuMZcv",1109035566404943872,492852412,Econet Wireless,econetzimbabwe
86,1553238958000.0,234,30,61,"My relationship with Econet, ndakagarira line rangu chete pic.twitter.com/WnbZ9a6RsW",1108990689101127681,885530600500867072,4our🥜,4our_Zw
87,1553171189000.0,45,0,15,Our #Econet Livingstone shop just received a surprise visit from Damafalls Investment who donated goods towards #CycloneIdai relief efforts! A big thank you for your generosity pic.twitter.com/w5URCLZb4p,1108706441936949249,1906878560,Fayaz King,fayaz_king
88,1553099799000.0,103,3,74,"Our team has been working tirelessly to ensure supplies reach those affected by #CycloneIdai

Offloading underway at Econet Group Holding Bay at Silverstream

Tomorrow the team will head out to #Chimanimani pic.twitter.com/TrhL5HK9Wg",1108407011564244994,1906878560,Fayaz King,fayaz_king
89,1553077390000.0,42,16,3,"Nhai ECONET

Chichadzoka here chi ELEVATE YOMIX ichi??

Or we have been Kweséd for the 2nd time pic.twitter.com/pGPyQ0mHxI",1108313023326900227,2773492312,Mande 🇸🇦,MandeSimba
90,1553009405000.0,320,15,82,"A very long and tiring day, but every effort put into this is worth it. Done buying part of our donation towards the #CycloneIdai relief program
#CycloneIdaiZw #IdaiOneMoneypic.twitter.com/7NdZ6Lhc91",1108027873972154370,2269401481,NetOne Cellular,NetOneCellular
91,1553005853000.0,144,3,45,#CycloneIdai has left a trail of destruction in Chimanimani and Chipinge areas. @HigherlifeFDN and the whole Econet group are commited to assist with the transportation and delivery of relief supplies to the affected areas. Let’s do all we can to help save lives. pic.twitter.com/WMSt2VV6R3,1108012974663331840,580074345,HigherlifeFoundation,HigherLifeFDN
92,1552990796000.0,214,12,57,"Now in Mutare facilitating the purchase of various commodities (dry foods) to be taken to our Mothers, Fathers, sisters and brothers in chimanimani. 3 lorries are waiting to be loaded as we join other forces and corporates in helping our loved ones
#CycloneIdaiZWpic.twitter.com/RUV6okjt6Z",1107949820050849793,2269401481,NetOne Cellular,NetOneCellular
93,1552977236000.0,189,16,98,"We thank you Zimbabwe for your contributions towards the #cycloneidai fund.
   
As @ 8 am today, 12,050 people have contributed RTGS$89,424.66
   
Econet will match dollar for dollar all individual contributions made towards this cause. 

#Donate to EcoCash Biller code 320041pic.twitter.com/kPSUdoh6oC",1107892944231645185,492852412,Econet Wireless,econetzimbabwe
94,1552976958000.0,31,1,20,#CycloneIdai has caused untold devastation and loss of life. #Econet & @HigherLifeFDN are doing all we can as corporate citizens but we need all other corporate citizens to pitch in. Thanks to all who have donated via @EcoCash. Pray for the thousands displaced. #LeadershipMatterspic.twitter.com/Z5IQjNrLXO,1107891780974972928,2381809999,Hardy Pemhiwa,HardyPemhiwa
95,1552935504000.0,82,10,71,"Share this with your friends & family in the #Diaspora 

Let's all play our part to help those affected by #CycloneIdai
#SpreadTheWordpic.twitter.com/cnjyI01XPN",1107717908564717569,492852412,Econet Wireless,econetzimbabwe
96,1552853359000.0,102,14,158,"Retweet if Econet is mistreating you ! Let's show them how many of us ain't liking the services provided these days, Yo mix gone, bad networks

@econetzimbabwe",1107373367961837568,1039195080215736320,JeCHA SABHUKU ⚡,Blissy_wacho187
97,1552820035000.0,95,3,59,"We appeal to those who can, to participate in relief efforts for all people affected by #cycloneidai 

Visit your nearest Econet shop to drop your donation or use the donations Ecocash biller code *320041* Acc number is 320041

Dial 112 or 111 in case of emergencies! pic.twitter.com/yJdox5sJWJ",1107233597533184000,580074345,HigherlifeFoundation,HigherLifeFDN
98,1552819341000.0,107,7,75,"We are calling for all well wishers to donate towards cyclone Idai via OneMoney using the Biller code 19707. Lets all spread the word and help all those affected by the devastating effects of #cycloneIdai 

Short-code:  *111*2*1*4*19707#pic.twitter.com/oNJDbunM0J",1107230685469777920,2269401481,NetOne Cellular,NetOneCellular
99,1553593325000.0,0,1,0,this is what you did to me the last I DM youpic.twitter.com/RcCnYVDwAE,1110477009770201088,380876036,henri,van_der_henri
100,1553591675000.0,6,0,0,Work beckons . . .pic.twitter.com/Ic2BQHYZoE,1110470087675465729,12135002,939km Simónir,Econet1892
101,1553590919000.0,18,0,5,"The portfolio committee on ICT, postal and courier services initiating a visit to NetOne today. The NetOne CEO @NetOneCellular welcoming the entourage at the company’s headquarterspic.twitter.com/0HURldPfrk",1110466919235309570,2269401481,NetOne Cellular,NetOneCellular
102,1553586817000.0,0,1,0,Thanx so much for your reply! Mobile number 0773600327.pic.twitter.com/g0EWUPk8m6,1110449714015752192,961052928994922496,Jecha,Mashedza
103,1553540141000.0,2,1,0,"they are done with you..u wont get it back!!!
Check the dates....if u keep on asking they wont reply!!!!
Unoiswa paMUTEpic.twitter.com/tLqxXQ6J5o",1110253938375303170,1246770258,Dr Kamumvuri S,DocShepSTAR
104,1553524446000.0,21,2,5,"Status at one of the centers established by Econet. Many NGOs, churches and Govt are using it as an operations center. pic.twitter.com/tJL7NVwUzk",1110188109747113984,45376029,Freeman,freemanchari
105,1553506077000.0,1,1,0,"Hie @econet_support @econetzimbabwe @EcoCashZW im failling to buy airtime via ecocash using #econetplus.
The last time i tried the airtime didnt show but it got deducted from ecocash.
0773525308, thanxpic.twitter.com/FQ2FA7ir4S",1110111064866197505,258816126,Rijkaard,Bvuncer
106,1553356602000.0,7,0,0,Its a wrap in zhombe. Thank you to all who came to hear and join @stewardbank #kalifekepurplepic.twitter.com/nBlQoiojdo,1109484120609050624,3434276847,Tapera,TaperaTp
107,1553344032000.0,5,0,2,"@ProfJNMoyo has gone very quiet, missing in action almost! Meanwhile Strive Masiyiwa’s Econet is relentless in helping Cyclone Idai victims!

Those Jonso supporters on these twitter streets, we see you! V11s on file!
#Zimbabwe #CycloneIdaiReliefpic.twitter.com/RoQbIgJlPT",1109431400162304000,324949846,BigYoutt Masie 🇿🇼 🇿🇼,masiemsoko
108,1553272613000.0,92,7,20,"As the sun sets on Harare, @econetzimbabwe staff volunteers finish loading another truck of goods bound for #CycloneIdia victims, donated by customers & dropped off at Econet Shops. 
Thank you #Zimbabwe . 
Thank you @econetzimbabwe customers! @HigherLifeFDN @CassavaSmartechpic.twitter.com/7Op4EJKwtY",1109131845961170946,3288202835,Fungai Mandiveyi,FungaiMandiveyi
109,1553272200000.0,151,14,76,"Our #Econet team in Msasa was busy organising & loading #CycloneIdai relief supplies today. 

We are overwhelmed & extremely grateful for all your donations this week! 

Let's continue to drop off items at any #Econet shop to help those in need  pic.twitter.com/z4nxY3HWLW",1109130113524879361,1906878560,Fayaz King,fayaz_king
110,1553258752000.0,18,6,1,My OCD ass always gets bothered by this Econet message.  I want to edit it to fit in ONE text! What are those 3 characters doing in text 2? pic.twitter.com/crBA3F12Mu,1109073709288050688,240137801,Beautiful Storm,umaGatsheni
111,1553234562000.0,43,4,47,"Reach out & help those affected by #cycloneidai  

Visit any Econet shop & drop your donations or use the EcoCash biller code 320041

Let's come together and help those in need!

We thank you for your support!

Rt for awareness pic.twitter.com/2heRZcPSU5",1108972250760265728,492852412,Econet Wireless,econetzimbabwe
112,1553173465000.0,76,4,39,"Thank you for the donations that you have been giving.
   
As at 2 pm, 18,955 people have contributed RTGS$162,915.10 towards the #cycloneidai fund.
   
Econet will match dollar for dollar all individual contributions made towards this cause.

Donate to EcoCash Biller code 320041 pic.twitter.com/ZdUODjDCOm",1108715991415037953,492852412,Econet Wireless,econetzimbabwe
113,1553158037000.0,26,6,6,Telecel Network Availability Update in Cyclone Idai Affected areas!!! pic.twitter.com/5FaafqzEed,1108651278102679552,271313631,Telecel Zimbabwe,Telecel_Zim
114,1553148512000.0,93,1,30,"Great contribution by Air Zimbabwe towards Cyclone Idai donations.
Our national airline is moving goods donated for Idai victims from Victoria Falls and Bulawayo to Harare free of charge. 
Folks in Victoria Falls and Bulawayo can drop anything they want to donate at Econet shops. pic.twitter.com/UlWwnvzock",1108611330234298368,73672445,Hopewell Chin'ono,daddyhope
115,1553039342000.0,7,1,2,After messing up our lives Zanu PF and @econet_support @econetzimbabwe @EcoCashZW will continue having a hold on us. #AnswerOurCalls #EmployMoreCustomerCareAgents #WeAreTired #YouDontEvenReplyDMs #Nxaaapic.twitter.com/W3dt8zedZ6,1108153437148143616,884693019517177856,21,DyceAllan
116,1552897953000.0,464,33,197,"Good morning Zimbabwe

As @ 10 am today, 5793 people have contributed RTGS$44,968.51 towards #cycloneidai

As part of our commitment, Econet will match dollar for dollar all individual contributions made towards this cause.

Send your #Donation to Ecocash Biller code 320041pic.twitter.com/bUUKUC2HS5",1107560408364318720,492852412,Econet Wireless,econetzimbabwe
117,1552896915000.0,34,0,35,https://spiked.co.zw/our-network-wont-collapse-econet/ … Econet has assured stakehokders that everything is in place to keep the network vibrant all the time @econetzimbabwe @TMMutisi @fayaz_king @Otis_Mak @OpenSpaceZW @Techzim @263Chat @ronald_263 @ZiyambiM @Tauya01 @AnesuMasube,1107556056069275648,2977765937,Byron Mutingwende,BAMutingwende
118,1552814928000.0,274,43,234,Step by step guide on how to donate to #CycloneIdaiZW using EcoCash biller code 320041pic.twitter.com/zdyZOQnH20,1107212174504718336,492852412,Econet Wireless,econetzimbabwe
119,1553589345000.0,0,1,0,Strive Masiyiwa and Econet are now going to the SA High Court. I will be updating everyone on this case on all my platforms. pic.twitter.com/7EOCodaHhq,1110460315341328384,1591376406,Gambakwe,Gambakwe
120,1553583336000.0,16,1,9,"Enjoy the convenience of sending and receiving funds from whoever, whenever with OneMoney. 
Get your NetOne line and register for OneMoney today! 
#ItsOneTimepic.twitter.com/HikIfUynO9",1110435112381042688,919201249563758593,onemoneyzw,OneMoneyZw
121,1553544248000.0,1,0,0,"I side you on that part, is this why you took away Elevate pic.twitter.com/T4vpToq4vr",1110271164788686850,1660722943,¥0unG BloOd🇿🇼,tafie187
122,1553524389000.0,21,5,10,This afternoon - Tune in for #BhoraLethu with Alois Bunjira as he gives us a post-match analysis of the Zim vs Congo game!  16:30 on the Econet Facebook Page - Don’t miss out! pic.twitter.com/59uz4rRsHP,1110187872089505793,492852412,Econet Wireless,econetzimbabwe
123,1553522078000.0,16,1,5,"Success does not come from where you come from, it is an inside job - @DrMambondiani the CEO of @stewardbank adressing students during the Global Money Week.
#millennialbanking #GMWpic.twitter.com/nJa5CshOoh",1110178178235027457,1002126901085921286,Millennial Banking,BankSteward
124,1553462029000.0,12,1,5,"She is going to have a house built for her anywhere she chooses in Zimbabwe, with full solar power. And get $1000 monthly for life. Courtesy of Econet Wireless founder. pic.twitter.com/E9I4QuR9G4",1109926314134437889,1074238122752425985,Sure Kamhunga,SKamhunga
125,1553454348000.0,3,1,1,"#CycloneIdaiUPDATE 

Beautiful humanity in Zimbabwe via rescue teams Econet Wireless has been involved in pic.twitter.com/bYwoxqyHme",1109894096754302976,1074238122752425985,Sure Kamhunga,SKamhunga
126,1553433307000.0,9,0,2,Make your favourite gospel song your teletune and touch the soul of everyone who calls you. Dial *147# now to subscribe to teletunes today.pic.twitter.com/OPS6qqtOgu,1109805845985017856,271313631,Telecel Zimbabwe,Telecel_Zim
127,1553413008000.0,2,1,2,What happened to the data we lost during Shutdown??? @econet_support,1109720704113692672,3107036669,Prophetic,tendaivushangwe
128,1553363157000.0,40,4,9,#IWannaDMYouBut I don't know your face because I use econet free twitter bundles ,1109511616930951168,1003364992547205126,Young Don,emekahimself
